session_num,file_key,team_id,session_id,participant_id,condition,run_order,timestamp,event_name,message_id,insight_id
3,3/1 aung/session-study-team-01-timeline.json,study-team-01,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T08:04:21.180Z,jump_to_chat_marker,,e81722e1-c3bd-450b-965a-9ae5cca78c99
3,3/1 aung/session-study-team-01-timeline.json,study-team-01,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T08:04:21.180Z,focus_chat_marker_from_insight,,e81722e1-c3bd-450b-965a-9ae5cca78c99
3,3/1 aung/session-study-team-01-timeline.json,study-team-01,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T08:04:21.180Z,jump_to_chat_marker,,e81722e1-c3bd-450b-965a-9ae5cca78c99
3,3/1 aung/session-study-team-01-timeline.json,study-team-01,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T08:04:21.180Z,focus_chat_marker_from_insight,,e81722e1-c3bd-450b-965a-9ae5cca78c99
3,3/2 shanyl/session-study-team-02-timeline.json,study-team-02,session-1774510800830-3fyb8bt0,study-user-02,AI_ON,AB,2026-03-26T07:44:42.236Z,focus_insight_from_agent_message,b598d4bc-60fe-4d36-92c4-216c7de23cd5,2d335d7e-9209-4812-8083-6d1239a132d0
3,3/2 shanyl/session-study-team-02-timeline.json,study-team-02,session-1774510800830-3fyb8bt0,study-user-02,AI_ON,AB,2026-03-26T07:45:08.071Z,focus_insight_from_agent_message,b598d4bc-60fe-4d36-92c4-216c7de23cd5,2d335d7e-9209-4812-8083-6d1239a132d0
3,3/2 shanyl/session-study-team-02-timeline.json,study-team-02,session-1774510800830-3fyb8bt0,study-user-02,AI_ON,AB,2026-03-26T07:45:08.071Z,focus_insight_from_agent_message,b598d4bc-60fe-4d36-92c4-216c7de23cd5,2d335d7e-9209-4812-8083-6d1239a132d0
3,3/2 shanyl/session-study-team-02-timeline.json,study-team-02,session-1774510800830-3fyb8bt0,study-user-02,AI_ON,AB,2026-03-26T07:45:08.071Z,focus_insight_from_agent_message,b598d4bc-60fe-4d36-92c4-216c7de23cd5,2d335d7e-9209-4812-8083-6d1239a132d0
3,3/2 shanyl/session-study-team-02-timeline.json,study-team-02,session-1774510800830-3fyb8bt0,study-user-02,AI_ON,AB,2026-03-26T07:51:10.154Z,jump_to_chat_marker,,0da28f6b-5a8f-4b77-99fc-85f4d3795751
3,3/2 shanyl/session-study-team-02-timeline.json,study-team-02,session-1774510800830-3fyb8bt0,study-user-02,AI_ON,AB,2026-03-26T07:51:10.154Z,focus_chat_marker_from_insight,,0da28f6b-5a8f-4b77-99fc-85f4d3795751
3,3/2 shanyl/session-study-team-02-timeline.json,study-team-02,session-1774510800830-3fyb8bt0,study-user-02,AI_ON,AB,2026-03-26T07:54:56.560Z,jump_to_chat_marker,,bd5d192e-9ebb-49e0-a8a3-95bdfc784702
3,3/2 shanyl/session-study-team-02-timeline.json,study-team-02,session-1774510800830-3fyb8bt0,study-user-02,AI_ON,AB,2026-03-26T07:54:56.560Z,focus_chat_marker_from_insight,,bd5d192e-9ebb-49e0-a8a3-95bdfc784702
3,3/2 shanyl/session-study-team-02-timeline.json,study-team-02,session-1774510800830-3fyb8bt0,study-user-02,AI_ON,AB,2026-03-26T08:02:27.133Z,focus_insight_from_marker,56b7b49f-71ae-4778-914c-5d9bfc2d452e,5d1e60b2-11bb-4fff-8c7b-ac1f795ae5f5
